date,headline,summary
2021-12-10,Most Influential 2021: Anatoly Yakovenko,"Solana, a distributed network Yakovenko co-founded, has seen massive growth this year."
2021-12-10,"Polkadot, Solana, Terra, Lead Large-Cap Losses Amid Broader Market Drop",Cryptocurrencies fall heading into the weekend following a global sell-off in risk assets.
2021-12-12,Alts Find It Tough to Beat Layer 1 King Ethereum,"Big investors looking beyond bitcoin may take their first baby steps into ether, which has so far outperformed its layer 1 alternatives. But for how long?"
2021-12-13,Crypto Fund Inflows Slow to $88M as Market Retreats,"Bitcoin’s price is down 26% in the past 30 days, suggesting investors continue to see the price weakness as a buying opportunity, albeit at a slower pace."
2021-12-14,Solana Ventures Looks to Boost Web 3 Gaming With Launch of $150M Fund,The initiative tops an earlier $100 million fund raised with FTX and Lightspeed in November.
2021-12-14,Ex Populus Raises $8.5M Amid Fears Web 3 Gaming Is Growing Frothy,"The game platform closed the round at a $80 million valuation, a modest sum by today’s standards."
2021-12-15,"Galaxy, Bloomberg Debut Solana Fund for Institutional Investors",Last month’s debut of a SOL price index set the stage for this fund’s launch.
2021-12-17,Melania Trump Pitches NFT Plans; ‘Cobalt Blue Eyes’ Captivate Crypto Twitter,"While former President Donald Trump famously said he’s “not a fan” of bitcoin, his wife is not shying away from crypto collectibles. Former First Lady Melania Trump tweeted Thursday she's launching her own NFT collection on the Solana blockchain, featuring watercolor-style artwork of her cobalt blue eyes. ""The Hash"" hosts discuss the latest NFT drop captivating Crypto Twitter."
2021-12-23,CoinList Releases Survey of Top Crypto Predictions for 2022,"Graham Jenkin, CEO of crypto trading platform CoinList, discusses the results from the site's recent survey of top 2022 crypto predictions. Jenkins shares insights into where bitcoin's value will be within a year, the likelihood of Solana and Binance Smart Chain nearing Ethereum’s price, and whether other countries could follow El Salvador's integration of cryptocurrency into their monetary system."
2021-12-28,Crypto Futures See $300M in Losses After Spot Market Drops,"Nearly 80% of long positions were liquidated over 24 hours, with $90 million in losses on bitcoin futures alone."
2021-12-28,Solana Wallet Phantom Nixes Auction for iOS Beta Invites After Community Erupts,Solanaland’s top crypto wallet abandoned its NFT auction hours before the pricey proceedings were set to begin.
2021-12-30,"Justin Kan’s Gaming NFT Platform Goes Live, Rebounding From $150K Discord Exploit",The Solana-based marketplace officially launched Thursday after Kan himself made phishing victims whole.
2021-12-31,"Volatility Ruled Crypto Markets in 2021, From $69K Bitcoin to Elon Musk’s ‘Dogecoin to the Moooonn’","NFTs exploded, Coinbase stock went public, El Salvador bought the dip and China cracked down on bitcoin miners, while Solana’s SOL tokens and Polygon’s MATIC shot up by multiples of 90 or more. Here’s how crypto traders played it."
2021-12-31,Here Are the Top 10 Cryptocurrencies of 2021,"Tokens linked to the metaverse, “Ethereum killers” and meme coins dominated gains this year."
2022-01-03,Genesis Volatility CEO: 2022 Market Insights,"Greg Magadini, CEO of crypto options analytics platform Genesis Volatility, starts off the new year with a discussion about inflation's effect on crypto markets and compares gold and bitcoin as inflation hedges. Plus, his insights on how BTC returns weigh up to the S&P 500 and the potential of Polkadot as a competitor to Ethereum and Solana."
2022-01-03,"Bitcoin Compared to Ether, Solana and Doge","2022’s first Chart of the Day analyzes the movement of decentralized finance (DeFi) assets over the last seven days, looking closely at BTC, ETH, SOL, and DOGE compared to the CoinDesk DeFi Index (DFX). DeFi assets in the DFX started the new year off with a rally opposed to cryptocurrencies."
2022-01-04,"Grayscale Adds Flexa’s AMP to DeFi Fund, Removes BNT, UMA in Quarterly Rebalancing","The world’s largest digital asset manager announced the updated weightings on Monday, following reconstitution of the CoinDesk DeFi Index (DFX)."
2022-01-05,Solana DeFi Protocol Exotic Markets Raises $5M Ahead of Mainnet Launch,Multicoin and Ascensive Assets co-led the private token sale.
2022-01-05,What’s the Healthiest Chart in Crypto? The Developer Count,An annual report from venture firm Electric Capital says the total number of new developers jumping on the blockchain bandwagon in 2021 broke previous highs.
2022-01-06,"Polkadot, Solana Biggest Losers Among Top Cryptos","Tokens of top blockchain networks dropped as much as 14% after bitcoin lost its $46,500 support level."
2022-01-06,CoinDesk Releases Annual Report Highlighting Key Trends in Crypto,"CoinDesk Research Associate George Kaloudis joins the “First Mover” panel to discuss the 2021 CoinDesk Annual Report. Topics include the decline of bitcoin dominance, Ethereum gas fees triggering the rise of scaling-focused altcoins like Polygon and Solana, and how El Salvador’s legalization of bitcoin impacted the crypto market. Plus, a look into the future of bitcoin mining as Kazakhstan, the country that became second only to the US in bitcoin mining hashrate, is suffering the worst protests in 30 years and internet blackouts."
2022-01-06,JPMorgan Says Ethereum’s DeFi Dominance at Risk Due to ‘Sharding’ Delays,Analysts from the bank said that the scaling of the network might arrive too late.
2022-01-06,"Bitcoin Falls Below $43K, Leads to $800M in Crypto Liquidations",Over 87% of losses arose from crypto traders in long positions.
2022-01-07,Solana DeFi Major Serum’s ‘Incentive Ecosystem Foundation’ Is Raising $100M,"The protocol that undergirds much of DeFi on Solana is raising funds to expand operations, and about $70 million has been committed so far."
2022-01-09,Binance.US Is Building an Office in the Solana Metaverse,Several crypto companies are setting up shop in Portals.
2022-01-09,2021: The Year of the Alts,"The market has decided that it likes bitcoin more than it did a year ago – but it really, really likes ether and its layer 1 rivals."
2022-01-10,Binance.US Expansion in Solana Metaverse,"Crypto exchange Binance.US is the latest blockchain firm building a space in Portals, a metaverse platform built on the Solana blockchain that recreates a dense urban environment where users can explore buildings and interactive rooms. “The Hash” hosts discuss the implications for Binance, the Solana network and virtual worlds."
2022-01-10,Digital Asset Funds Hit by Record Weekly Outflows of $207M,Bitcoin-focused investment funds saw $107 million in outflows over the seven-day period.
2022-01-12,Solana Could Become the Visa of Digital-Asset World: Bank of America,"Solana and other blockchains may snag market share from Ethereum over time, the bank said in a research note."
2022-01-12,Market Wrap: Altcoins Rally as Bitcoin Buyers Return,"FTM, XLM and SHIB were all up over 10% over the past 24 hours, compared with a 2% rise in BTC."
2022-01-13,"Solana Top Gainer Among Crypto Majors After BofA Endorsement, Rising NFT Activity",Prices of solana bumped as much as 8% in the past 24 hours.
2022-01-13,Could Solana Become the Visa of the Digital Asset World?,"The Solana blockchain could become the ""Visa of the digital asset ecosystem"" as it focuses on scalability, low transaction fees, and ease of use, according to a research note from Bank of America (BoA). The Wall Street titan also noted Solana and other blockchains might even snag market share from Ethereum over time. ""The Hash"" hosts weigh in on the BoA's assessments."
2022-01-17,Animoca Brands Leads $8M Fundraising Round for NFT Platform Built on Solana,The funding will go toward expanding Burnt Finance’s headcount and tapping new partnerships with artists and other Solana-based projects.
2022-01-18,Solana NFT Layer Metaplex Raises $46M,The project is ramping up operations after a successful 2021 debut.
2022-01-18,Digital Asset Funds Hit by 5th Week of Outflows,Investment funds focused on bitcoin accounted for $55 million of the $73 million of outflows last week.
2022-01-19,JPMorgan Says Ethereum Is Losing NFT Market Share to Solana,The bank cites Ethereum's high transaction fees and congestion.
2022-01-19,Opera Releases Web 3 Browser Ahead of Cross-Chain Wallet Launch,The browser includes a slew of new features aimed at onboarding some of Opera’s 350 million users to crypto.
2022-01-20,Stader Labs Raises $12M in Strategic Sale as It Builds ‘Staking as a Service’ Business,Stader Labs CEO Amitej Gajjala puts the market for staking at $250 billion.
2022-01-20,JPMorgan: Ethereum Losing NFT Market Share to Solana,"Ethereum's dominance in non-fungible tokens (NFTs) is shrinking because of congestion and high gas fees, JPMorgan said in an analyst report. ""The Hash"" team discusses their assessment of the findings and why Ethereum might still be the superior blockchain."
2022-01-21,El Salvador Plans to Offer Crypto-Based Loans for SMEs,The government will launch a first line of $10 million provided by the Solana-based lending platform Acumen in the first quarter of 2022.
2022-01-21,Ethereum Could Hold Lead as Dominant Smart-Contract Blockchain: Coinbase Analysts,"The only real “ETH killer” might end up being Ethereum 2.0, according to analysts for the U.S. exchange Coinbase."
2022-01-24,"Bitcoin Drops to 6-Month Low, Ether Eyes Bearish Cross as US Stock Index Futures Erase Early Gains",Bitcoin and ether fell to their lowest levels since July after Goldman Sachs predicted a faster pace of Fed tightening.
2022-01-24,Solana Slides 17% to Lead Losses Amid Crypto Market Plunge,The crypto market extended declines on Monday after a drop in U.S. stock indices.
2022-01-24,Market Wrap: Bitcoin Stabilizes as Altcoins Underperform,"Bitcoin was up was up 3% over the past 24 hours, versus a 5% decline in SOL and roughly flat performance in ETH ."
2022-01-25,Market Wrap: Bitcoin Little Changed as Analysts Remain Skeptical,Trading volume is increasing ahead of Wednesday's Federal Reserve press conference.
2022-01-26,RLY Backer SuperLayer to Bring Social Tokens to Solana,The venture studio is bringing the Ethereum platform to Solana with additional plans for play-to-earn games and token liquidity.
2022-01-27,"Coinbase Close to Listing Solana Ecosystem Tokens, Sources Say","According to four CoinDesk sources familiar with the plans, Coinbase is readying withdrawals of SPL, or “Solana Program Library,” tokens comparable to Ethereum’s ERC-20. “The Hash” panel discusses the major development in Coinbase’s token onboarding strategy and what this could indicate about the ​state of crypto exchanges."
